0035,BO641012000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0036,BO642017000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0039,BO641002000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0041,CO600991002,02,02,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0044,BO641007000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0046,BO643023000,00,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0047,BO641005000,00,02,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0048,BO642018000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0049,BO643023000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0050,BO641019000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0051,BO642004000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0052,BO643001000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0053,BO640001006,06,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0054,BO642002000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0055,BO643013000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0056,BO641018000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0057,BO643016000,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0058,BO642006000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0059,BO641021000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0060,BO643022000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0061,BO641001000,00,00,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0062,BO639049000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0063,BO639045000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0065,BO639031000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0066,BO639052008,08,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0067,BO639042000,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0068,BO148999001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0070,BO201001005,05,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0071,BO148999000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0072,BO148999021,21,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0073,BO148999035,35,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0074,BO148999048,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0075,BO203002001,01,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0076,BO148999008,08,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0078,BO148999039,39,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0079,BO148999043,43,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0080,BO148999009,09,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0081,BO148999041,41,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0082,BO148999017,17,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0083,BO148999038,38,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0084,BO148999006,06,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0086,BO148999051,51,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0087,BO148999037,37,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0088,bo148999004,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0089,BO148999007,07,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0092,BO148999002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0094,BO148999013,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0095,BO148999050,50,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0096,BO148999040,40,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0097,BO148999023,23,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0098,BO148999014,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0099,BO148999042,42,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0100,BO148999026,26,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0101,CO600967001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0102,CO500529003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0103,CO600990004,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0104,CO600532005,05,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0105,CO600990003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0106,CO600990005,05,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0107,CO600990001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0108,CO600954000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0109,CO600941000,00,03,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0110,CO600965002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0111,CO600967002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0112,CO600984000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0113,CO600990006,06,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0114,CO600996000,00,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0116,CO600532025,25,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0117,CO600970000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0118,CO600958000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0119,CO600990002,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0120,CO600974000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0121,CO600532002,02,02,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0122,CO600990008,08,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0123,CO600941000,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0124,CO600946000,00,01,00,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0125,CO600985000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0126,CO600980000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0127,CO600953000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0128,CO600994002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0131,CO600939000,00,11,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0132,CO600969000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0133,CO600964000,00,11,11,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0134,CO600532003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0136,CO600532001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0137,CO600996001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0138,CO600938002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0139,CO600994001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0140,CO600996000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0141,CO600994003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0142,CO600966002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0143,CO600988000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0144,CO600987000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0146,CO600983000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0147,CO600532009,09,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0148,CO600949000,00,01,00,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0149,CO600965001,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0151,CO600966001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0152,CO600532004,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0153,CO600532007,07,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0155,CO600975000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0156,CO600991005,05,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0157,CO600956000,00,01,00,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0158,CO600991008,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0159,CO600532012,12,01,00,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0160,CO600991007,07,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0161,CO600532008,08,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0163,CO600532010,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0164,CO600532011,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0165,CO600539001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0166,FR300214002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0167,FR300224013,13,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0168,FR300224024,24,02,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0169,FR300224069,69,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0170,FR300214001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0171,PE304006000,00,02,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0172,FR300214003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0173,FR300214006,06,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0176,FR300214005,05,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0177,FR300214008,08,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0179,FR300224089,89,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0180,FR300224011,11,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0181,FR300214007,07,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0182,FR300214007,07,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0183,FR300214001,01,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0184,FR300224033,33,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0185,FR300224065,65,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0186,FR300224089,89,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0187,FR300224099,99,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0188,FR300225004,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0189,FR300223008,08,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0190,FR300282002,02,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0191,FR300214000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0192,FR300224012,12,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0193,FR300223008,08,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0194,FR300223010,10,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0195,FR300210002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0198,FR300280000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0199,FR300220000,00,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0201,FR300223003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0205,FR300242003,03,03,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0207,FR300242003,03,04,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0208,FR300242003,03,10,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0209,FR300242002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0210,FR300223009,09,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0211,FR300223012,12,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0212,FR300242001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0213,FR300242003,03,08,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0214,FR300242003,03,07,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0215,FR300223013,13,13,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0217,FR300101000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0218,FR300242003,03,11,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0219,FR300222001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0220,FR300222003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0221,FR300242003,03,06,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0222,FR300242003,03,06,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0223,FR300223017,17,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0224,FR300242003,03,12,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0225,FR300223018,18,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0226,FR300224003,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0227,FR300242003,05,05,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0228,FR300242003,00,15,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0229,FR300242003,03,09,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0230,FR300223004,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0231,FR300242003,03,07,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0232,FR300224050,50,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0233,FR300224006,07,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0235,FR300224029,29,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0236,PE300224029,29,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0237,FR300224036,36,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0238,FR300224010,10,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0240,FR300224053,53,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0241,FR300224006,06,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0242,FR300224019,19,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0243,FR300224030,30,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0244,FR300224018,18,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0245,FR300224055,55,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0246,FR300224010,10,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0247,FR300224027,27,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0248,FR300224040,40,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0249,FR300224063,63,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0250,FR300224061,61,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0251,FR300224017,17,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0252,FR300224026,26,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0253,FR300224039,39,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0255,FR300224028,28,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0256,FR300224049,49,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0257,FR300224058,58,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0258,FR300224002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0260,FR300224067,67,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0261,PE102004000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0262,PE304019001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0263,FR300224103,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0264,FR300225003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0265,FR300225010,10,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0266,FR300224046,46,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0267,FR300224048,48,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0268,PE405015002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0269,FR300224045,45,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0270,FR300224070,70,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0272,FR300224044,44,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0273,FR300224043,43,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0274,FR300224068,68,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0275,FR300224052,52,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0276,FR300224087,87,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0277,FR300223002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0278,FR300224098,98,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0279,FR300225006,06,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0280,FR300225007,07,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0282,FR300223005,05,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0283,FR300222002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0284,FR300223010,10,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0285,FR300223020,20,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0286,FR300242003,03,11,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0287,FR300224051,51,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0288,FR300220000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0289,FR300223007,07,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0290,FR300272000,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0291,FR300223011,11,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0292,FR300224001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0293,FR300224004,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0294,FR300224004,04,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0295,FR300224041,41,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0296,FR300224072,72,01,03,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0297,FR300224037,37,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0298,FR300224077,77,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0299,FR300224104,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0300,FR300224057,57,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0301,FR300282002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0302,FR300282001,00,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0303,FR300281001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0304,FR300281003,03,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0305,FR300224044,44,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0306,FR300281003,03,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0307,FR300223021,21,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0308,FR300224022,22,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0309,FR300210001,01,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0310,FR300223019,19,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0311,FR300224020,20,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0312,FR300224072,72,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0313,PE300224032,32,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0314,FR300224097,97,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0315,FR300224016,16,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0316,FR300224034,34,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0317,FR300224016,16,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0318,FR300224035,35,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0319,FR300224054,54,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0320,FR300224059,59,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0321,FR300224073,73,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,Si
0322,FR300224056,56,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0323,FR300224071,71,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0324,FR300224106,06,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0325,FR300224091,91,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0326,FR300224094,94,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0327,FR300224075,75,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0330,CO600539004,04,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0331,CO600539005,05,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0334,CO600532028,28,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0335,CO600532020,20,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0336,CO600532024,24,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0338,CO700550004,00,01,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0339,CO500528002,02,01,01,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
0340,CO700550004,00,05,02,3.5 El agua utilizada para abastecimiento, ¿Posee tratamiento?,No
